number,background,beard,dress,eyes,eyewear,face,head,skin
2414,mint,rhodes,night,love,potter,smile,popeye,zombie
2415,green,none,gala,sus,none,420,ride,zombie
2417,mint,none,ninja,sus,miami,420,punk,avatar
2425,green,none,none,where,potter,havana,alabama,avatar
2428,red,none,space,gotcha,none,lol,mexico,avatar
2430,yellow,washington,la,bro,none,sic,belair,plain
2434,yellow,tehran,none,bro,zorro,love,hell,tiger
2435,purple,none,rich,sus,none,naples,ride,machine
2436,brown,none,ride,sus,matrix,love,none,avatar
2437,brown,none,none,where,none,gurgaon,military,avatar
2438,orange,hulk,nyc,fire,zorro,smile,rico,tiger
2440,mint,none,kill,sic,none,smile,minnesota,tiger
2441,mint,none,jdh,what,none,party,oregon,avatar
2442,orange,muscat,none,fire,none,seville,none,avatar
2443,blue,washington,luffy,happy,none,mexico,sumo,tiger
2444,orange,tehran,kobe,gotcha,gold,havana,angel,ink
2445,orange,none,gala,fire,potter,smile,messi,plain
2447,purple,none,space,sus,thug,party,punk,avatar
2449,dark-green,none,knight,fire,none,smile,vegas,plain
2451,red,none,none,bro,gandhi,love,travolta,trippy
2452,orange,hulk,jobs,dead,office,cheeky,ninja,tiger
2453,purple,austin,night,zobro,vegas,holmes,travolta,trippy
2457,mint,muscat,kermit,bro,love,cheeky,rico,ink
2459,teal,tehran,navy,what,matrix,smile,minnesota,plain
2461,mint,austin,none,zobro,xmen,nyc,paris,dmt
2463,green,none,none,bro,xmen,smile,oregon,dalmation
2464,purple,none,samurai,happy,love,love,popeye,ink
2465,orange,lebanon,rich,gotcha,gandhi,nyc,kazan,avatar
2466,yellow,moscow,none,where,none,naples,travolta,machine
2468,dark-green,moscow,navy,dead,party,smile,samurai,tiger
2470,purple,none,taipei,bro,love,sic,messi,dalmation
2472,red,none,lahore,zobro,none,nyc,paris,trippy
2474,purple,none,law,bro,zorro,cheeky,london,dalmation
2475,dark-green,none,mib,sus,none,420,athens,dmt
2480,dark-green,none,none,zobro,miami,sic,samurai,ape
2482,green,moscow,none,what,gold,gurgaon,ninja,alien
2483,yellow,none,sailor,gotcha,tech,lol,none,gold
2485,dark-green,tehran,none,what,gandhi,holmes,oregon,trippy
2486,teal,tehran,poker,happy,gold,candy,army,plain
2494,brown,none,samurai,bro,office,bigo,dream,tiger
2495,yellow,nice,guantanamo,where,miami,sic,none,gold
2497,teal,washington,samurai,bro,android,bigo,punk,avatar
2499,green,none,ride,dead,none,gurgaon,monk,avatar
2500,dark-green,none,saul,sus,potter,lol,belair,plain
2504,purple,rhodes,zobro,zobro,thug,nyc,angel,plain
2505,teal,none,malaga,bro,potter,party,kazan,plain
2507,red,rhodes,navy,love,3d,smile,bravo,gold
2508,yellow,washington,navy,sic,gold,420,noogle,plain
2516,green,hulk,wallst,sus,potter,party,messi,plain
2517,blue,hulk,none,bro,none,love,devil,avatar
2518,purple,nice,none,bro,thug,gurgaon,aantonop,zombie
2522,mint,washington,none,love,zorro,smile,crete,tiger
2524,teal,tehran,none,dead,gold,gurgaon,sumo,ink
2525,teal,none,agra,what,none,love,travolta,alien
2527,brown,none,rio,gotcha,gandhi,smile,pods,plain
2528,red,none,none,dead,matrix,lol,rico,trippy
2529,brown,muscat,jobs,happy,thug,holmes,bingham,plain
2530,dark-green,lebanon,navy,happy,potter,cheeky,monk,ink
2532,purple,nice,gold,bro,potter,cheeky,aantonop,plain
2533,dark-green,washington,poker,bro,none,sic,paris,dalmation
2534,teal,austin,poker,where,party,smile,ride,gold
2535,orange,none,space,what,matrix,mexico,kazan,ink
2536,teal,muscat,jordan,btc,none,love,kazan,avatar
2540,orange,hulk,jdh,zobro,none,sic,panama,plain
2542,teal,none,hack,happy,pirate,gurgaon,none,avatar
2544,yellow,muscat,shinobi,sus,potter,smile,oregon,tiger
2545,blue,muscat,navy,bro,none,seville,punk,alien
2546,green,tehran,agra,bro,office,tobacco,rico,avatar
2547,yellow,muscat,agra,zobro,tech,nyc,kazan,tiger
2549,teal,lebanon,none,happy,love,smile,angel,zombie
2551,blue,hulk,space,sus,gandhi,party,noogle,plain
2552,purple,none,track,lost,matrix,smile,monk,dalmation
2557,yellow,rhodes,kill,zobro,gold,nyc,kazan,plain
2558,teal,lebanon,none,bro,thug,love,alabama,avatar
2559,blue,none,rich,bro,potter,love,military,ink
2560,dark-green,lebanon,party,bro,pirate,gurgaon,popeye,dmt
2562,green,washington,none,btc,none,smile,popeye,zombie
2563,purple,none,party,bro,none,party,angel,plain
2564,purple,muscat,none,bro,matrix,smile,devil,plain
2565,yellow,none,guantanamo,btc,none,lol,noogle,plain
2568,mint,tehran,taipei,sus,none,smile,aantonop,ink
2569,purple,moscow,farming,eth,none,sic,aantonop,plain
2572,mint,muscat,hack,dead,pirate,cheeky,none,plain
2573,dark-green,none,wallst,sus,none,holmes,samurai,avatar
2574,red,austin,gold,btc,none,smile,music,plain
2575,green,rhodes,hack,sus,matrix,gurgaon,none,plain
2577,teal,muscat,army,eth,none,party,nyc,dmt
2578,mint,muscat,jdh,where,thug,smile,military,dalmation
2579,purple,tehran,none,sus,office,love,belair,plain
2580,green,none,taipei,fire,android,smile,samurai,plain
2582,blue,none,cupid,where,matrix,cheeky,sumo,zombie
2583,mint,lebanon,none,where,love,bigo,bravo,dalmation
2585,orange,none,amsterdam,sic,love,party,alabama,zombie
2586,teal,none,space,where,matrix,gurgaon,sumo,avatar
2587,dark-green,none,wallst,bro,gold,candy,monk,plain
2589,red,none,guest,gotcha,zorro,love,punk,tiger
2591,dark-green,lebanon,guantanamo,zobro,gold,nyc,punk,zombie
2593,brown,none,boston,sic,miami,holmes,travolta,ink
2594,orange,none,agra,eth,none,lol,popeye,plain
2600,blue,none,puffer,btc,none,cheeky,pirate,plain
2602,teal,none,guantanamo,bro,none,havana,alabama,ink
2603,mint,none,none,gotcha,miami,havana,none,plain
2605,red,none,naruto,sus,none,sic,pop,dmt
2606,purple,nice,none,gotcha,none,havana,crete,tiger
2608,brown,nice,law,bro,matrix,smile,dream,trippy
2609,dark-green,none,none,happy,tech,nyc,hell,plain
2610,mint,moscow,kermit,bro,gold,havana,travolta,alien
2611,red,none,navy,happy,android,sic,ride,ape
2612,purple,none,space,lost,gold,smile,military,tiger
2613,orange,washington,guantanamo,zobro,gandhi,lol,athens,dmt
2616,brown,muscat,wallst,sic,none,naples,taproot,dalmation
2617,blue,none,jdh,bro,zorro,cheeky,pirate,avatar
2623,blue,none,navy,dead,potter,mexico,oregon,tiger
2624,green,none,jobs,where,gandhi,love,belair,gold
2625,purple,none,none,sic,miami,cheeky,rico,dmt
2627,green,none,ride,sus,vegas,havana,bravo,zombie
2629,purple,none,none,bro,pirate,cheeky,pods,trippy
2630,purple,none,none,zobro,party,holmes,sumo,avatar
2632,purple,tehran,lol,love,vegas,smile,paris,plain
2633,dark-green,none,taipei,bro,gold,tobacco,punk,machine
2634,green,muscat,malibu,where,3d,love,oregon,dalmation
2636,red,rhodes,la,gotcha,none,sic,sumo,dalmation
2641,teal,austin,rich,fire,xmen,mexico,pop,avatar
2642,teal,nice,amazon,gotcha,potter,lol,none,plain
2644,yellow,moscow,sicily,eth,none,smile,london,dmt
2645,green,rhodes,none,bro,zorro,gurgaon,kazan,zombie
2650,yellow,washington,boston,eth,none,naples,monk,dalmation
2651,teal,moscow,samurai,happy,matrix,gurgaon,aantonop,plain
2653,brown,none,bull,gotcha,gandhi,love,samurai,trippy
2655,orange,tehran,eminem,zobro,none,party,none,machine
2658,yellow,none,rich,bro,vision,nyc,none,plain
2660,yellow,rhodes,zion,sus,none,smile,none,dmt
2662,red,none,track,happy,miami,party,london,zombie
2663,red,none,lahore,bro,none,smile,zoro,ink
2664,red,none,fairbanks,sus,none,bigo,panama,trippy
2665,brown,none,monaco,dead,none,lol,london,ink
2668,brown,none,zobro,what,vegas,sic,angel,ape
2670,yellow,none,sicily,happy,zorro,lol,pods,plain
2671,yellow,nice,king,happy,xmen,gurgaon,dream,avatar
2672,orange,none,la,bro,gold,naples,travolta,tiger
2673,orange,nice,hack,sic,android,naples,none,plain
2674,green,none,none,sus,gandhi,candy,none,alien
2676,orange,austin,jdh,what,android,love,ninja,tiger
2677,orange,none,party,gotcha,gandhi,bigo,devil,plain
2678,green,lebanon,sicily,zobro,3d,lol,minnesota,dalmation
2680,dark-green,moscow,sailor,what,gold,bigo,popeye,machine
2681,blue,none,malibu,zobro,gandhi,mexico,crete,plain
2682,purple,washington,venice,sus,gold,gurgaon,angel,dmt
2683,brown,muscat,amsterdam,sic,none,cheeky,oregon,zombie
2684,brown,tehran,lol,fire,party,love,punk,ape
2685,yellow,muscat,jordan,what,office,cheeky,sumo,ape
2688,orange,washington,none,bro,none,love,sumo,plain
2690,green,hulk,gold,gotcha,miami,cheeky,jerusalem,dalmation
2691,red,austin,hawaii,bro,gandhi,smile,bravo,tiger
2692,mint,muscat,malibu,bro,xmen,sic,panama,avatar
2693,red,nice,night,fire,thug,havana,none,plain
2694,blue,muscat,airforce,what,thug,sic,kazan,plain
2696,yellow,nice,night,bro,office,nyc,none,ink
2697,brown,none,bavaria,what,party,gurgaon,punk,tiger
2698,orange,none,poker,fire,party,smile,london,avatar
2699,teal,none,popeye,zobro,gold,smile,dream,plain
2702,teal,none,airforce,fire,office,smile,pop,ink
2704,mint,none,farming,happy,none,sic,ride,dmt
2705,purple,nice,lahore,bro,pirate,love,zoro,plain
2708,mint,muscat,rich,bro,xmen,smile,devil,machine
2709,purple,muscat,poker,gotcha,potter,sic,popeye,zombie
2710,orange,washington,none,where,none,naples,pirate,ape
2712,red,muscat,gold,happy,miami,cheeky,jerusalem,plain
2714,dark-green,muscat,zobro,happy,party,smile,pods,dmt
2715,brown,tehran,gala,fire,gold,party,jerusalem,tiger
2716,yellow,none,airforce,fire,none,smile,ride,plain
2719,mint,none,taipei,where,potter,smile,military,ink
2720,teal,tehran,la,bro,zorro,420,vegas,avatar
2721,purple,muscat,rich,gotcha,potter,love,oregon,plain
2722,dark-green,washington,rio,gotcha,thug,naples,oregon,ink
2723,orange,none,none,happy,vision,nyc,hell,tiger
2724,dark-green,muscat,gala,happy,gandhi,nyc,ride,avatar
2725,dark-green,washington,king,zobro,office,naples,aantonop,plain
2726,dark-green,tehran,naruto,bro,potter,smile,athens,plain
2727,green,none,space,fire,office,lol,crete,dmt
2729,yellow,none,naruto,happy,vegas,smile,none,tiger
2730,red,washington,eminem,btc,none,cheeky,none,plain
2731,purple,none,guantanamo,love,gandhi,smile,oregon,avatar
2732,brown,washington,puffer,zobro,gold,gurgaon,samurai,avatar
2735,mint,none,guantanamo,sic,none,smile,food,tiger
2739,teal,tehran,agra,where,office,smile,pods,avatar
2740,dark-green,muscat,luffy,zobro,android,love,samurai,plain
2743,orange,none,jobs,gotcha,none,sic,pop,ink
2746,dark-green,none,mumbai,sus,thug,lol,pop,zombie
2747,orange,none,night,fire,none,holmes,zoro,dalmation
2750,purple,none,none,sus,tech,sic,london,alien
2752,mint,muscat,sicily,bro,android,holmes,sumo,plain
2755,yellow,tehran,none,gotcha,vegas,nyc,hell,tiger
2756,orange,hulk,taipei,what,machine,holmes,military,tiger
2757,mint,muscat,eminem,bro,none,lol,none,zombie
2758,teal,muscat,jdh,bro,android,cheeky,sumo,avatar
2759,dark-green,washington,jdh,eth,none,bigo,punk,plain
2762,red,none,venice,sus,none,vape,panama,ink
2770,purple,none,jobs,bro,love,gurgaon,ride,ink
2773,orange,none,none,where,gandhi,candy,army,ink
2776,mint,rhodes,none,sus,office,mexico,travolta,machine
2777,yellow,none,la,gotcha,none,mexico,oregon,ink
2782,mint,muscat,ride,happy,potter,naples,punk,plain
2783,orange,muscat,amsterdam,happy,potter,smile,travolta,avatar
2786,orange,none,eminem,sic,vegas,lol,none,plain
2787,dark-green,washington,space,eth,none,smile,vegas,trippy
2792,green,none,none,what,thug,mexico,dream,avatar
2793,red,none,law,happy,potter,tobacco,alabama,dalmation
2794,mint,austin,none,sic,thug,smile,rico,tiger
2797,brown,muscat,sicily,gotcha,machine,smile,ride,tiger
2798,blue,lebanon,naruto,where,none,nyc,pop,machine
2799,red,none,guantanamo,sic,3d,love,nyc,plain
2800,blue,muscat,ninja,where,thug,lol,crete,plain
2801,orange,none,gold,love,potter,mexico,athens,ink
2802,dark-green,none,taipei,happy,gold,smile,military,dmt
2805,purple,rhodes,jobs,fire,gold,smile,rico,plain
2806,teal,none,ride,sus,none,lol,crete,plain
2808,yellow,austin,navy,what,love,candy,sumo,tiger
2809,red,none,poker,bro,machine,smile,pop,machine
2810,yellow,none,none,sus,matrix,party,aantonop,ink
2821,teal,tehran,none,bro,xmen,naples,paris,plain
2823,teal,none,wallst,happy,none,vape,messi,dmt
2824,dark-green,muscat,shinobi,dead,none,havana,minnesota,gold
2827,green,muscat,bull,where,vegas,seville,pods,avatar
2829,red,none,kobe,bro,office,sic,messi,plain
2832,brown,none,farming,happy,gold,smile,bravo,machine
2834,mint,muscat,dead,sic,gandhi,havana,pirate,ink
2835,yellow,nice,none,eth,none,seville,vegas,tiger
2836,red,washington,wallst,bro,none,smile,crete,ink
2842,red,none,night,gotcha,none,havana,fireman,tiger
2847,purple,hulk,law,dead,none,sic,pirate,dalmation
2851,blue,none,none,lost,gandhi,love,oregon,avatar
2853,purple,none,malaga,sus,none,sic,travolta,plain
2857,green,moscow,poker,fire,love,love,food,ink
2858,mint,austin,la,fire,pirate,smile,bravo,avatar
2859,purple,muscat,hack,sic,matrix,tobacco,none,plain
2860,green,washington,jobs,sus,party,nyc,pop,ape
2861,blue,none,bavaria,what,vegas,holmes,noogle,trippy
2862,teal,none,night,happy,party,gurgaon,alabama,plain
2863,brown,lebanon,none,bro,pirate,smile,angel,avatar
2865,dark-green,none,hack,love,office,smile,none,plain
2866,red,rhodes,none,where,none,candy,panama,zombie
2867,brown,none,zobro,zobro,android,lol,hell,gold
2869,yellow,moscow,kobe,bro,pirate,nyc,monk,avatar
2870,yellow,rhodes,army,fire,miami,smile,food,tiger
2872,purple,nice,none,bro,matrix,smile,aantonop,plain
2874,purple,nice,party,love,vision,holmes,none,plain
2875,red,none,none,where,gandhi,candy,alabama,plain
2876,mint,none,agra,bro,zorro,naples,hell,dalmation
2877,purple,tehran,luffy,btc,none,love,monk,zombie
2878,yellow,rhodes,btc,what,android,seville,athens,plain
2879,mint,rhodes,malibu,happy,love,bigo,zoro,plain
2882,red,moscow,lahore,where,party,cheeky,kazan,ink
2883,mint,none,luffy,dead,gold,smile,kazan,plain
2884,orange,none,none,zobro,vegas,sic,bravo,alien
2886,blue,none,lol,sic,potter,love,pods,ink
2887,blue,none,party,happy,tech,bigo,mexico,dmt
2888,purple,none,guantanamo,gotcha,tech,love,noogle,alien
2889,blue,none,none,bro,tech,naples,punk,dalmation
2894,red,moscow,jdh,bro,party,bigo,crete,tiger
2896,purple,none,monaco,happy,gandhi,cheeky,pop,ink
2897,mint,none,popeye,sus,machine,naples,pop,plain
2898,yellow,none,airforce,bro,xmen,smile,dream,ink
2899,green,none,mumbai,bro,none,smile,pop,plain
2900,blue,none,zobro,happy,tech,smile,pop,tiger
2901,orange,muscat,amsterdam,what,none,smile,popeye,avatar
2904,blue,none,none,fire,vegas,love,alabama,plain
2905,yellow,none,poker,what,none,bigo,pirate,dalmation
2908,blue,moscow,none,gotcha,tech,holmes,oregon,panda
2910,purple,moscow,none,happy,matrix,smile,cairo,gold
2912,yellow,lebanon,jordan,sus,matrix,smile,ride,plain
2913,green,none,none,btc,none,love,bravo,zombie
2914,dark-green,austin,navy,zobro,vegas,sic,angel,avatar
2916,green,lebanon,cupid,fire,miami,gurgaon,rico,avatar
2919,red,none,none,love,vegas,gurgaon,rico,machine
2920,green,washington,track,bro,party,love,golf,trippy
2921,red,none,eminem,gotcha,gold,smile,none,dalmation
2922,orange,rhodes,cupid,gotcha,gandhi,sic,alabama,plain
2926,dark-green,none,virginia,bro,miami,sic,angel,avatar
2928,green,none,monaco,fire,thug,smile,devil,tiger
2931,teal,none,rich,sus,potter,smile,pirate,plain
2932,green,austin,kermit,fire,android,nyc,army,tiger
2934,purple,rhodes,airforce,what,android,cheeky,oregon,dalmation
2935,mint,none,track,happy,thug,cheeky,pirate,trippy
2936,brown,none,jdh,btc,none,smile,travolta,plain
2937,purple,none,ride,gotcha,gold,love,hell,plain
2938,dark-green,none,fairbanks,bro,thug,sic,popeye,trippy
2939,mint,none,hawaii,bro,none,cheeky,monk,zombie
2940,orange,none,ride,zobro,machine,naples,bravo,ape
2941,brown,austin,cold,sus,xmen,lol,panama,ink
2942,blue,none,none,zobro,none,bigo,fireman,plain
2943,green,none,puffer,sic,none,sic,food,tiger
2944,orange,washington,bull,happy,matrix,cheeky,fireman,ink
2948,red,none,jobs,where,potter,lol,crete,ink
2949,mint,austin,agra,dead,android,naples,belair,plain
2952,red,muscat,ninja,bro,3d,sic,angel,tiger
2954,red,nice,none,sus,none,smile,none,trippy
2955,brown,austin,venice,eth,none,candy,london,ape
2956,red,none,none,bro,office,bigo,vegas,tiger
2957,mint,muscat,boston,bro,gandhi,nyc,ride,gold
2960,red,nice,none,btc,none,party,military,dalmation
2961,green,tehran,space,dead,zorro,smile,minnesota,plain
2963,dark-green,none,kermit,bro,xmen,smile,aantonop,dalmation
2964,yellow,hulk,none,what,none,gurgaon,messi,ink
2965,blue,none,naruto,where,gold,gurgaon,golf,dalmation
2966,dark-green,rhodes,la,bro,xmen,candy,military,trippy
2967,yellow,none,mumbai,happy,machine,cheeky,oregon,machine
2968,blue,none,taipei,dead,android,gurgaon,pop,trippy
2970,teal,none,hawaii,love,love,sic,crete,plain
2971,blue,none,shinobi,where,thug,lol,food,plain
2972,blue,none,cupid,gotcha,potter,nyc,monk,ape
2974,purple,none,mib,eth,none,love,sumo,plain
2976,blue,nice,zion,bro,none,sic,taproot,dmt
2977,red,moscow,none,what,tech,lol,punk,plain
2979,brown,none,guantanamo,happy,none,smile,hell,avatar
2980,mint,none,rich,fire,none,party,military,machine
2981,blue,none,mib,gotcha,office,smile,nyc,dalmation
2983,orange,none,gala,zobro,matrix,nyc,alabama,tiger
2984,mint,none,jdh,dead,none,smile,samurai,ink
2985,blue,nice,zobro,where,miami,cheeky,bravo,machine
2987,brown,none,gold,what,party,sic,dream,plain
2989,dark-green,none,la,love,none,smile,paris,plain
2990,yellow,muscat,none,gotcha,none,smile,noogle,avatar
2991,brown,muscat,luffy,where,none,lol,king,ink
2992,blue,none,boston,what,xmen,smile,london,dmt
2993,green,moscow,space,happy,none,cheeky,aantonop,zombie
2994,mint,none,none,dead,matrix,smile,belair,machine
2995,yellow,none,gala,sus,none,lol,jerusalem,plain
2997,red,austin,smart,zobro,office,party,crete,tiger
2998,purple,none,hack,love,3d,lol,none,plain
3000,blue,hulk,samurai,where,gold,gurgaon,minnesota,avatar
3001,blue,muscat,wallst,lost,pirate,cheeky,pop,ink
3003,orange,moscow,smart,happy,office,smile,athens,plain
3004,red,none,none,bro,zorro,bigo,sparta,tiger
3005,purple,none,dead,bro,tech,bigo,samurai,panda
3007,teal,moscow,sailor,bro,none,sic,military,tiger
3008,yellow,nice,army,btc,none,nyc,none,ink
3009,brown,rhodes,none,where,3d,party,ninja,plain
3012,red,nice,venice,bro,matrix,lol,sumo,dalmation
3013,dark-green,none,none,sus,vision,havana,mexico,plain
3014,brown,none,guantanamo,sic,none,sic,noogle,plain
3019,brown,washington,track,lost,none,party,vegas,avatar
3021,brown,none,none,zobro,gold,nyc,ninja,plain
3025,teal,washington,none,eth,none,cheeky,alabama,avatar
3026,green,none,rich,lost,love,bigo,rico,plain
3027,green,moscow,eminem,where,none,mexico,none,plain
3032,brown,washington,none,bro,android,lol,popeye,ink
3035,blue,none,none,zobro,tech,sic,aantonop,tiger
3038,green,none,none,fire,vegas,nyc,zoro,alien
3040,red,none,party,eth,none,candy,bravo,ink
3045,blue,hulk,space,bro,miami,seville,travolta,avatar
3048,yellow,muscat,bavaria,where,matrix,havana,pods,dalmation
3049,mint,rhodes,nyc,what,zorro,cheeky,dream,dmt
3051,teal,none,malaga,bro,none,smile,nyc,plain
3052,purple,tehran,rich,sic,vision,bigo,samurai,plain
3053,purple,muscat,wallst,lost,none,tobacco,bravo,plain
3060,purple,none,wallst,sic,party,vape,panama,plain
3061,purple,none,navy,where,none,bigo,devil,plain
3063,orange,muscat,airforce,what,gold,smile,pods,plain
3064,brown,nice,poker,what,android,bigo,kazan,trippy
3067,teal,none,gold,where,zorro,smile,pop,plain
3068,yellow,moscow,wallst,what,thug,gurgaon,music,dalmation
3072,orange,nice,la,where,matrix,smile,hell,avatar
3073,brown,nice,space,happy,tech,love,paris,ape
3075,dark-green,none,space,bro,android,nyc,monk,plain
3078,red,rhodes,zion,zobro,none,sic,angel,avatar
3080,blue,none,eminem,gotcha,android,naples,none,plain
3081,green,muscat,kermit,bro,none,sic,paris,plain
3082,yellow,none,ride,bro,android,tobacco,samurai,ink
3083,yellow,tehran,jdh,where,matrix,lol,sumo,dalmation
3084,red,none,eminem,gotcha,tech,bigo,none,alien
3086,yellow,lebanon,none,gotcha,pirate,cheeky,monk,ape
3087,yellow,austin,sicily,happy,machine,lol,military,avatar
3090,mint,none,monaco,btc,none,seville,bingham,ink
3092,dark-green,none,amsterdam,bro,thug,sic,london,avatar
3093,teal,none,guantanamo,sus,machine,smile,crete,tiger
3094,dark-green,austin,none,fire,potter,lol,pirate,plain
3095,green,none,none,sus,matrix,smile,samurai,ink
3096,brown,none,none,lost,none,vape,devil,dalmation
3101,teal,moscow,rich,happy,pirate,smile,devil,avatar
3102,mint,none,eminem,happy,zorro,lol,none,ink
3103,dark-green,none,amsterdam,what,love,love,paris,plain
3105,dark-green,austin,none,bro,none,cheeky,scotland,ink
3106,dark-green,none,eminem,happy,android,cheeky,none,avatar
3107,green,lebanon,rich,gotcha,tech,cheeky,messi,zombie
3111,yellow,none,popeye,what,gandhi,cheeky,none,dalmation
3113,yellow,none,farming,bro,machine,smile,paris,plain
3114,orange,none,mumbai,love,zorro,love,fireman,plain
3115,dark-green,muscat,luffy,gotcha,office,gurgaon,none,ink
3116,orange,rhodes,naruto,where,tech,cheeky,dream,tiger
3117,green,none,gold,eth,none,lol,pirate,tiger
3119,purple,muscat,jobs,lost,party,holmes,travolta,ink
3120,red,moscow,none,eth,none,smile,none,trippy
3121,mint,muscat,sailor,sus,android,smile,music,ink
3126,mint,muscat,none,zobro,office,smile,dream,dalmation
3127,blue,none,none,where,vegas,smile,nj,tiger
3129,red,moscow,jobs,where,none,havana,sparta,ink
3134,purple,muscat,none,bro,office,sic,taproot,trippy
3135,yellow,muscat,none,sus,thug,gurgaon,sumo,plain
3136,blue,austin,none,dead,potter,candy,jerusalem,trippy
3138,green,none,none,bro,vision,smile,monk,gold
3139,yellow,rhodes,none,sus,party,holmes,pop,tiger
3140,brown,tehran,hack,dead,gandhi,love,none,plain
3143,yellow,hulk,none,zobro,thug,smile,aantonop,zombie
3144,red,lebanon,cold,btc,none,holmes,sumo,ink
3145,yellow,none,hack,fire,none,gurgaon,none,machine
3146,yellow,none,popeye,happy,party,sic,king,plain
3147,mint,hulk,guantanamo,zobro,vegas,candy,army,plain
3150,brown,none,gala,happy,gandhi,sic,music,dalmation
3151,red,lebanon,jobs,what,gold,smile,belair,avatar
3155,blue,none,space,love,none,smile,athens,plain
3156,red,tehran,amsterdam,eth,none,gurgaon,queen,machine
3157,brown,muscat,jdh,bro,none,smile,pop,trippy
3158,dark-green,nice,rich,sic,tech,candy,music,ink
3160,orange,lebanon,jordan,eth,none,gurgaon,ninja,dalmation
3161,dark-green,none,hawaii,where,gold,tobacco,king,ape
3162,brown,hulk,malaga,happy,machine,nyc,dream,tiger
3164,orange,none,cold,btc,none,candy,panama,zombie
3165,purple,none,puffer,what,tech,love,jerusalem,trippy
3168,brown,nice,mib,dead,office,nyc,taproot,ink
3169,orange,none,kermit,fire,office,bigo,vegas,machine
3170,yellow,none,puffer,bro,none,love,popeye,ink
3172,orange,muscat,guantanamo,bro,3d,bigo,london,machine
3173,yellow,none,kobe,what,tech,sic,king,tiger
3174,purple,nice,none,eth,none,love,monk,tiger
3175,dark-green,hulk,taipei,gotcha,gold,love,travolta,dalmation
3176,green,muscat,hack,gotcha,office,smile,none,plain
3177,brown,rhodes,btc,bro,miami,smile,fireman,tiger
3180,teal,tehran,space,bro,vision,lol,zoro,dalmation
3182,dark-green,rhodes,ride,fire,android,bigo,aantonop,dalmation
3184,yellow,muscat,ride,bro,love,tobacco,pods,zombie
3185,brown,none,zobro,sus,none,cheeky,zoro,avatar
3186,purple,none,rich,bro,none,bigo,hell,ink
3187,brown,none,space,zobro,vegas,lol,alabama,tiger
3188,dark-green,none,poker,fire,matrix,nyc,crete,ink
3191,red,none,malibu,sic,none,sic,nyc,tiger
3192,yellow,none,malaga,bro,gold,smile,messi,zombie
3193,red,muscat,space,gotcha,none,bigo,taproot,tiger
3194,blue,rhodes,samurai,gotcha,none,smile,vegas,ink
3195,brown,rhodes,dead,bro,none,holmes,ride,dmt
3196,red,rhodes,ride,eth,none,lol,sumo,plain
3197,yellow,none,none,what,potter,love,bingham,avatar
3199,blue,muscat,poker,lost,none,party,panama,plain
3200,orange,none,none,bro,vegas,gurgaon,angel,ape
3202,teal,muscat,ninja,zobro,vision,smile,athens,plain
3204,dark-green,austin,none,bro,3d,lol,ride,alien
3205,blue,none,bull,bro,party,love,dream,tiger
3208,dark-green,none,smart,love,tech,havana,bravo,dalmation
3209,teal,muscat,hawaii,bro,matrix,love,golf,ink
3212,mint,none,nyc,bro,none,party,pirate,plain
3213,brown,hulk,eminem,bro,party,lol,none,dmt
3215,yellow,none,track,btc,none,cheeky,bingham,plain
3216,orange,muscat,king,where,tech,candy,zoro,plain
3217,orange,none,party,bro,android,smile,travolta,gold
3221,blue,tehran,jdh,happy,office,lol,alabama,trippy
3222,red,muscat,none,dead,vegas,cheeky,travolta,dmt
3223,orange,none,army,fire,potter,mexico,army,plain
3224,yellow,nice,bavaria,bro,none,sic,bravo,machine
3225,blue,nice,saul,happy,matrix,holmes,ride,panda
3228,yellow,nice,none,eth,none,tobacco,taproot,tiger
3229,purple,austin,poker,dead,matrix,love,ride,ink
3230,mint,none,lol,bro,matrix,lol,army,plain
3232,blue,moscow,space,bro,xmen,party,devil,alien
3233,red,muscat,king,love,gandhi,gurgaon,samurai,avatar
3235,teal,nice,venice,bro,pirate,smile,samurai,zombie
3236,brown,none,malaga,what,party,gurgaon,pirate,trippy
3238,purple,none,law,bro,love,sic,oregon,machine
3239,purple,austin,none,bro,none,nyc,music,plain
3241,red,nice,bavaria,zobro,office,smile,food,plain
3242,teal,none,night,bro,xmen,party,rico,tiger
3243,teal,austin,luffy,lost,office,bigo,kazan,ape
3244,green,muscat,hawaii,sus,gandhi,nyc,food,avatar
3246,blue,austin,ninja,where,matrix,smile,zoro,ape
3247,orange,none,mib,lost,none,smile,pop,dmt
3248,teal,none,amazon,sic,zorro,smile,nj,trippy
3249,red,none,saul,bro,vegas,smile,oregon,machine
3251,yellow,none,none,what,office,sic,nyc,ink
3252,blue,none,zion,eth,none,smile,aantonop,avatar
3253,red,none,eminem,bro,vegas,gurgaon,none,plain
3256,brown,none,kobe,bro,thug,gurgaon,devil,plain
3257,mint,none,mib,fire,gandhi,gurgaon,none,zombie
3258,dark-green,muscat,lahore,sus,party,party,paris,dalmation
3259,red,nice,hack,eth,none,candy,none,dalmation
3262,red,none,jdh,what,party,gurgaon,devil,ink
3263,orange,none,gala,sus,none,naples,hell,trippy
3264,red,nice,luffy,zobro,gandhi,mexico,fireman,plain
3265,orange,none,venice,where,none,lol,punk,plain
3266,orange,none,rich,love,love,gurgaon,military,trippy
3268,red,none,bavaria,sic,potter,candy,pods,tiger
